RHP Site Code,Latitude,Longitude,,
U3OHLA-OTTAW,-29.6765,31.03637,,
U3TONG-NGEDV,-29.53619,31.09265,,
U3TONG-USEST,-29.55981,31.17407,,
U4HLIM-HUSMC,-29.22833,31.03028,,
U4INTI-DRS04,-28.99356,30.62797,,
U4MVOT-DSHLI,-29.24028,31.02528,,
U4MVOT-GILBO,-29.23397,30.34322,,
U4MVOT-MPOOR,-29.13694,30.69694,,
U4MVOT-USHLI,-29.23497,31.02444,,
U4MVOT-WELVE,-29.35611,31.23412,,
U4MVOZ-DRS12,-29.12088,30.69549,,
U4MVOZ-DRS13,-29.1312,30.68872,,
U4MVTI-DRS15,-29.14899,30.70381,,
U4MVTI-HDGBB,-29.20806,30.52,,
U4MVTI-HDGKB,-29.24306,30.58611,,
U4MVTI-SHANK,-29.15986,30.62869,,
U4PMBL-PMBLA,-29.33625,30.94047,,
U5NONO-DLNN2,-29.30809,31.37291,,
U5NONO-DS600,-29.30415,31.3774,,
U5NONO-DSCON,-29.30808,31.37277,,
U6MBIL-BELRD,-29.8788,30.95749,,
U6MBIL-GOVRD,-29.88234,30.9627,,
U6MBOK-MBOKO,-30.00925,30.89019,,
U6MHLA-BOOTC,-29.8242,30.7758,,
U6MHLA-DSM13,-29.79893,30.74969,,
U6MHLA-HCWWW,-29.79802,30.75128,,
U6MHLA-M13BR,-29.7979,30.7513,,
U6MHLA-SUNDR,-29.76131,30.73936,,
U6MKUM-DSWIG,-29.85972,30.85056,,
U6MKUM-FRBRG,-29.86209,30.96773,,
U6MKUM-USWIG,-29.86056,30.94806,,
U6MKUZ-GREEN,-29.82583,30.30313,,
U6MLAZ-BYNES,-29.75402,30.3127,,
U6MLAZ-DSBAY,-29.74294,30.34498,,
U6MLAZ-DSFON,-29.953,30.928,,
U6MLAZ-DSHNG,-29.86576,30.72157,,
U6MLAZ-KWAND,-29.86879,30.7812,,
U6MLAZ-MLZTS,-29.92793,30.84075,,
U6MLAZ-P0502,-29.80972,30.5,,
U6MLAZ-SHONG,-29.85773,30.70509,,
U6MLAZ-USBAY,-29.756,30.289,,
U6MLAZ-USMET,-29.81048,30.56739,,
U6MLAZ-USMJP,-29.94333,30.85778,,
U6STER-DSCLI,-29.81417,30.68333,,
U6STER-DSHAM,-29.805,30.66417,,
U6STER-SHONG,-29.8525,30.71667,,
U6STER-U/SHAM,-29.77917,30.61917,,
U6STER-USHAM,-29.79744,30.65494,,
U6STER-USHSD,-29.77917,30.61917,,
U7LOVU-BATCH,-29.80722,30.1645,,
U7LOVU-ILLOV,-30.09695,30.82193,,
U7LOVU-MIDIL,-30.04664,30.52088,,
U7LOVU-NRE02,-29.97337,30.42068,,
U7LOVU-NRE03,-29.99984,30.43294,,
U7LOVU-RICHM,-29.86146,30.26196,,
U7MANZ-UCWAY,-30.07092,30.84887,,
U7NGAG-MAGAB,-30.16942,30.78327,,
U7NGAG-USWWW,-30.16678,30.77544,,
U7NUNG-NUNIN,-30.00778,30.73,,
U7UMGA-MNINI,-30.14813,30.81035,,
U7ZWAT-HIGHL,-29.84869,30.23383,,
U8FAFA-NBR01,-30.29942,30.42141,,
U8FAFA-NBR02,-30.30021,30.42118,,
U8MHLN-VRNCR,-30.28714,30.60296,,
U8MPAM-P0197,-30.27346,30.68706,,
U8MTWA-MDSWW,-30.47806,30.61,,
U8MTWA-WELLA,-30.4775,30.60694,,
U8MZIM-AMZIT,-30.26111,30.52222,,
U8MZIM-EJSIN,-30.31528,30.67028,,
U8MZIN-UMZIN,-30.30333,30.5884,,
V1BRMK-BRMKL,-28.33599,29.59139,,
V1BRMK-BRMKU,-28.2912,29.55934,,
V1BRMK-DEBRS,-28.29937,29.47983,,
V1LTUG-AMBLS,-28.80481,29.5413,,
V1LTUG-DSWIN,-28.80643,29.53651,,
V1NGWY-N3BRG,-28.44091,29.4933,,
V1SAND-WTN06,-29.01568,29.48171,,
V1SAND-WTN07,-29.04859,29.47232,,
V1SITU-WTN02,-28.90352,29.3989,,
V1THUK-TUGEL,-28.75633,30.15038,,
V2LITT-DSHLA,-29.23111,29.92556,,
V2MOOI-DWEIR,-29.07111,30.24611,,
V2MOOI-KEATD,-28.86917,30.50817,,
V2MOOI-SPRING,-29.31611,29.96917,,
V2UNSP-KMBRG,-29.38435,29.65298,,
V3BUFF-DJAEG,-28.01111,30.39282,,
V3LYNN-FLNSB,-27.81805,30.62024,,
V3MZNY-P0190,-28.3255,30.49269,,
V3NCND-LEYDN,-27.85144,29.75663,,
V3NGGN-CHLMS,-28.04074,29.78573,,
V3NGOG-NGHRT,-27.58151,29.87571,,
V3SAND-CTSWL,-28.09882,30.31853,,
V3SLNG-NCHTW,-27.42067,30.29681,,
V4MNDL-DPTNK,-28.89715,30.93104,,
V4MNDL-OVRSC,-28.92821,30.87252,,
V4TUGE-MIDDT,-28.89889,31.02694,,
V6NKNZ-QUAGG,-28.16863,29.95129,,
V6SMPF-D1363,-28.68055,30.41361,,
V6WSBK-P0032,-28.46345,30.1819,,
V7BUSH-MOORP,-29.08351,29.828,,
W1EVTH-D1595,-29.06745,31.48596,,
W1LENJ-NAT29,-27.86365,31.06208,,
W1MATI-RES21,-29.0201,31.4704,,
W1MBAB-USBRD,-28.67667,32.02806,,
W1MFLE-ELIZB,-28.51589,31.43614,,
W1MHLA-GWEIR,-28.74695,31.74745,,
W1MPOS-UMF08,-28.63361,32.07417,,
W1NSEL-SISUZ,-28.6341,31.9309,,
W1NWKU-MTGLU,-28.94142,31.39416,,
W2BMFU-BOSCH,-28.0139,31.3243,,
W2BMFU-CHRIS,-27.9389,31.2103,,
W2MFOL-CONFL,-28.36028,32.00633,,
W2MPMB-WLLST,-28.34747,31.13179,,
W2MVNY-P0016,-28.11893,30.86685,,
W2SKWB-GRTGL,-27.90033,31.36522,,
W2WMFU-LANGV,-28.23146,31.1883,,
W3HLHW-HLWGR,-28.13856,32.01995,,
W3MBZW-MBMVN,-27.61733,32.54897,,
W3MKZE-D0230,-27.69256,31.21129,,
W3MKZE-DNYDR,-27.59227,32.21795,,
W4BIVN-NTLSP,-27.52937,30.86144,,
W4NGWV-D1840,-27.09847,32.06866,,
W4PONG-BENPO,-27.36413,30.96962,,
W4PONG-N2PON,-27.39519,31.82661,,
W4TSAK-NAT25,-27.44042,30.50351,,
W5ANYS-ANYSS,-27.00837,30.59567,,
W5ANYS-TOWER,-27.04766,30.57794,,
W5ASSE-AMAKA,-27.01909,30.72671,,
W5ASSE-ZANDB,-27.0623,30.9888,,
W5BILL-FERNI,-26.29241,30.49697,,
W5BILL-JESSI,-26.2875,30.49058,,
W5METU-BLAIR,-26.395,30.75138,,
W5MPUL-CLAR1,-26.25263,30.70769,,
W5MPUL-CLARE,-26.25708,30.67183,,
W5MPUL-ROUND,-26.28497,30.56261,,
W5SWAR-IZIVI,-26.32591,30.70813,,
W5SWAR-NEWSC,-26.34522,30.74125,,
W5UNSP-ARTHU,-26.27552,30.63447,,
W5UNSP-LIONS,-26.2473,30.70066,,
W5UNSP-REFER,-27.00022,30.37394,,
W5UNSP-WETLA,-26.97958,30.38361,,
X1BLIN-DOORN,-26.04333,31.05,,
X1BLIN-KRANS,-26.04997,31.05354,,
X1BOES-BOESM,-26.0932,30.0859,,
X1BOES-ROODE,-26.02357,30.06092,,
X1BUFF-BADPL,-25.95306,30.55778,,
X1BUFF-DOORN,-26.06264,30.39378,,
X1BUFF-ZILVE,-26.00889,30.45444,,
X1GLAD-VAALK,-25.77172,30.62717,,
X1GLAD-VRIES,-25.83722,30.67417,,
X1HLAT-RIETF,-26.02361,30.36111,,
X1KKOM-WELGE,-25.8875,30.12056,,
X1KOMA-BHALE,-26.10003,31.51443,,
X1KOMA-BILTO,-25.61389,31.86083,,
X1KOMA-DAMBA,-26.05523,31.2518,,
X1KOMA-ELSAN,-25.64267,31.81522,,
X1KOMA-GEMSB,-25.85417,30.38222,,
X1KOMA-GEVON,-25.85433,30.37664,,
X1KOMA-GROOT,-25.85444,30.5725,,
X1KOMA-HILLC,-26.02889,31.05639,,
X1KOMA-HOOGE,-26.03528,30.99778,,
X1KOMA-IFR02,-26.11573,31.45585,,
X1KOMA-IFR03,-25.99737,31.5858,,
X1KOMA-IFR04,-25.681,31.78315,,
X1KOMA-KOMAT,-26.0231,30.9006,,
X1KOMA-KPOOR,-25.44222,31.96444,,
X1KOMA-KROMD,-26.03881,31.00314,,
X1KOMA-LEBOM,-25.44886,31.95783,,
X1KOMA-LEKKE,-25.85444,30.48333,,
X1KOMA-LUHUM,-26.04357,31.17023,,
X1KOMA-MALOL,-26.05372,31.12953,,
X1KOMA-MELET,-26.08214,31.35515,,
X1KOMA-MOEDI,-25.895,30.17639,,
X1KOMA-NYATS,-25.82188,31.82616,,
X1KOMA-SIBAN,-25.86667,31.80139,,
X1KOMA-SILIN,-26.0995,31.39822,,
X1KOMA-TJAKA,-25.97389,30.8225,,
X1KOMA-TONG2,-25.67988,31.78858,,
X1KOMA-TONGA,-25.66697,31.80133,,
X1KOMA-VERGE,-25.63806,31.80583,,
X1KOMA-VYGEB,-25.94194,30.67889,,
X1KOMA-WATER,-25.89828,30.2845,,
X1KOMA-WELGE,-25.90955,30.15747,,
X1LOMA-BROKE,-25.81894,31.3114,,
X1LOMA-HIGHL,-25.83233,31.11699,,
X1LOMA-KLEIN,-25.64944,31.62319,,
X1LOMA-LEKKE,-25.63518,31.77914,,
X1LOMA-MBONG,-25.75736,31.43655,,
X1LOMA-SCHOE,-25.68629,31.52879,,
X1MAMB-ELSAN,-25.65811,31.83605,,
X1MBUL-MPOFU,-25.92469,31.52623,,
X1MHLA-GROOT,-25.83626,30.56834,,
X1MHLA-RUSOO,-25.63447,31.50451,,
X1MKHO-MAGUG,-26.03989,31.26615,,
X1MLON-BMINE,-26.19211,31.01138,,
X1MLON-KRANS,-26.05772,31.03248,,
X1MLON-MAANH,-26.07528,31.00694,,
X1MLUM-HIGHL,-25.81389,31.09389,,
X1MLUM-RICHE,-25.62722,31.66,,
X1MLUM-WELGE,-25.83743,31.1137,,
X1MNGU-VYGEB,-25.86514,30.66661,,
X1MTSO-DIEPG,-26.00167,31.07361,,
X1MZIM-MANSE,-26.04071,31.52635,,
X1MZIN-MASHU,-25.69248,31.73264,,
X1NDUB-BERGS,-25.95658,30.38286,,
X1NDUB-LEKKE,-25.84469,30.47463,,
X1NDUB-SAPPI,-25.8447,30.47466,,
X1NGWE-KOMAT,-25.45656,31.91683,,
X1NKOM-MALOL,-26.02851,31.16358,,
X1NYON-NYONY,-26.13236,31.48093,,
X1PHOP-MAGUT,-25.83217,31.3692,,
X1POPO-VRIES,-25.8453,30.6642,,
X1SAND-KORTB,-26.0351,30.93432,,
X1SAND-MOOIP,-26.0494,30.899,,
X1SAND-ROODE,-26.0614,30.8775,,
X1SEEK-DOORN,-25.94773,30.57494,,
X1SEEK-WINKE,-25.96139,30.61846,,
X1SWAR-HEBRO,-25.92519,30.23756,,
X1TEES-HEUNI,-26.01583,30.80861,,
X1TEES-TEESP,-26.01931,30.85203,,
X1TEES-WELVE,-26.05785,30.65012,,
X1UGUT-ZEIST,-25.76321,31.24677,,
X1VAAL-BOESM,-26.00713,30.02756,,
X1WITK-WITKL,-25.96086,30.04052,,
X2ALEX-LANGD,-25.22558,30.42723,,
X2BLOU-KRANS,-25.62583,30.3075,,
X2BLYS-UITSO,-25.28752,30.59537,,
X2CONC-CONFL,-25.83381,30.96944,,
X2CONC-DIVER,-25.82375,30.99569,,
X2CONC-LEVEL,-25.81975,31.00378,,
X2CONC-MOODI,-25.80694,31.01217,,
X2CONC-ROADB,-25.82936,30.97775,,
X2CROC-BOSC1,-25.445,30.967,,
X2CROC-BOSC2,-25.44819,30.94463,,
X2CROC-BOSCH,-25.462,30.955,,
X2CROC-CROCB,-25.361,31.895,,
X2CROC-DONKE,-25.46858,30.2266,,
X2CROC-DOORN,-25.393,30.408,,
X2CROC-FISHI,-25.46861,30.96014,,
X2CROC-FRIE2,-25.45541,30.94933,,
X2CROC-FRIED,-25.462,30.996,,
X2CROC-GOEDE,-25.409,30.316,,
X2CROC-HALLS,-25.45336,30.94831,,
X2CROC-INDEM,-25.43,30.64,,
X2CROC-KAAPM,-25.536,31.312,,
X2CROC-KATSE,-25.508,31.199,,
X2CROC-KINGS,-25.459,31.058,,
X2CROC-LIONS,-25.463,31.003,,
X2CROC-LWAKA,-25.386,31.7,,
X2CROC-MALEL,-25.486,31.502,,
X2CROC-MAROE,-25.378,31.731,,
X2CROC-MBYAM,-25.315,31.749,,
X2CROC-MONTR,-25.449,30.71,,
X2CROC-MVOVO,-25.501,31.466,,
X2CROC-N4ROA,-25.499,31.179,,
X2CROC-NGONG,-25.391,31.976,,
X2CROC-RIETV,-25.387,30.566,,
X2CROC-RIVE2,-25.45316,30.94916,,
X2CROC-RIVER,-25.459,31.535,,
X2CROC-SCHAG,-25.43,30.79,,
X2CROC-STERK,-25.374,30.481,,
X2CROC-STRKS,-25.441,30.889,,
X2CROC-VALYS,-25.45713,30.12987,,
X2CROC-VELOR,-25.349,30.11,,
X2CROC-WELT1,-25.519,31.239,,
X2CROC-WELTE,-25.515,31.227,,
X2EAST-DOWNS,-25.44794,31.03392,,
X2ELAN-DEGOE,-25.6875,30.19917,,
X2ELAN-EHOEK,-25.494,30.703,,
X2ELAN-GOEDG,-25.528,30.698,,
X2ELAN-HEMLO,-25.599,30.56,,
X2ELAN-LINDE,-25.486,30.701,,
X2ELAN-MALAG,-25.59735,30.44694,,
X2ELAN-MILLY,-25.68395,30.2105,,
X2ELAN-ROODE,-25.567,30.662,,
X2ELAN-WATER,-25.63,30.331,,
X2ELAN-WELTE,-25.605,30.528,,
X2ELFS-DLFBR,-25.479,30.227,,
X2ELFS-DONKE,-25.48233,30.22523,,
X2GINC-GLENT,-25.73248,30.8238,,
X2GLAD-CARAV,-25.46594,30.94472,,
X2GLAD-ELAND,-25.53118,30.84997,,
X2GLAD-HERMA,-25.51808,30.86547,,
X2GLAD-JOUBE,-25.54357,30.78398,,
X2GLAD-N4BRI,-25.46672,30.94922,,
X2HART-WATER,-25.696,30.143,,
X2HOUT-ELAND,-25.36085,30.66873,,
X2KAAP-DOLTO,-25.54278,31.31722,,
X2KALM-KALMO,-25.31302,30.50198,,
X2KARE-KAREE,-25.431,30.211,,
X2LEEU-GELUK,-25.66,30.259,,
X2LUNS-KRUIS,-25.374,30.23,,
X2LUNS-VELOR,-25.31,30.147,,
X2NDLO-SAPPI,-25.80052,30.89519,,
X2NELS-DOORN,-25.24355,30.69408,,
X2NELS-R40RO,-25.42128,30.95155,,
X2NOOR-HILGA,-25.66419,31.08216,,
X2NOOR-RIETB,-25.65157,30.82337,,
X2NOOR-SABEY,-25.66325,30.77605,,
X2NOOR-SE6AL,-25.65261,31.06011,,
X2PION-ALLUV,-25.83372,30.96881,,
X2PION-ALPIN,-25.83544,30.96328,,
X2QUEE-FRANT,-25.79969,30.89674,,
X2RIET-RIETS,-25.63338,30.49922,,
X2RIME-WELTE,-25.75719,31.04697,,
X2STER-R539B,-25.41582,30.49332,,
X2SUID-CLARE,-25.70777,31.05852,,
X2SUID-DIXIE,-25.71755,31.04188,,
X2SUID-IMPOP,-25.70527,30.80575,,
X2SUID-JOESL,-25.66444,31.12389,,
X2SWAR-GOEDE,-25.55708,30.29615,,
X2TAUT-WINNA,-25.643,30.22,,
X2UITK-UITKY,-25.29122,30.50872,,
X2UNSP-DOORN,-25.7717,30.62716,,
X2UNSP-PICNI,-25.81897,31.02108,,
X2UNSP-RIETS,-25.63519,30.51672,,
X2WEST-DOWNS,-25.44736,31.03028,,
X2WILG-WILGE,-25.4923,30.28573,,
X2WOND-KALMO,-25.33662,30.52602,,
X2WOND-WELTE,-25.33355,30.58092,,
X3ALBA-BREDA,-25.02647,30.94755,,
X3BRID-BRIDA,-25.08517,30.72875,,
X3BRID-CEYLO,-25.09905,30.75197,,
X3COOP-KLDAM,-25.04505,30.82305,,
X3COOP-KLIPK,-25.02488,30.82533,,
X3COOP-SABIE,-25.0691,30.82461,,
X3DRDE-FRANK,-25.058,30.88122,,
X3FRAN-FRANK,-25.05339,30.90794,,
X3GOUD-BERGV,-25.08556,30.89222,,
X3GOUD-GOUDS,-25.07088,30.90137,,
X3GRAS-GRASK,-24.95752,30.83239,,
X3JANT-SABIE,-25.14033,30.67544,,
X3KAMA-BREDA,-25.04066,30.92222,,
X3KAMA-FRANK,-25.03491,30.9025,,
X3KSAB-KLEIN,-25.06355,30.79122,,
X3KSAB-LOGDE,-25.07065,30.7905,,
X3KSAB-TWEEF,-25.05358,30.7913,,
X3KSAN-ROOIB,-24.658,31.089,,
X3LONE-CEYLO,-25.09807,30.6892,,
X3LONE-LONEC,-25.10413,30.71333,,
X3LONE-MARIT,-25.09808,30.67711,,
X3LONE-OLIFA,-25.11791,30.72391,,
X3MACM-BRAND,-25.03,31.026,,
X3MACM-DRIEK,-24.90107,30.82372,,
X3MACM-FALLS,-24.9733,30.8165,,
X3MACM-GRASK,-24.95447,30.82808,,
X3MACM-RICHM,-25.00269,30.98694,,
X3MACM-VENUS,-25.008,30.926,,
X3MACM-WELKO,-24.99972,30.86694,,
X3MADI-VOORU,-24.75444,30.94108,,
X3MALI-FFALL,-24.97258,30.81736,,
X3MALI-RIETF,-25.09561,30.84744,,
X3MANY-MANYE,-25.12211,30.72305,,
X3MANY-OLIFA,-25.16494,30.71083,,
X3MARI-BOSBO,-24.985,31.11,,
X3MARI-INJAK,-24.89153,31.08893,,
X3MARI-MARIT,-24.9607,31.10838,,
X3MARI-R40BR,-24.96028,31.10889,,
X3MARI-REDRJ,-25.0248,31.1441,,
X3MARI-SANDF,-25.00813,31.11465,,
X3MARI-VERSA,-24.84,30.956,,
X3MARI-WALES,-24.861,31.061,,
X3MEET-HEBRO,-24.67778,30.94394,,
X3MOHL-FORES,-24.66252,30.93277,,
X3MOHL-VOORU,-24.75053,30.93889,,
X3MOHL-WELGE,-24.74,30.921,,
X3MOHL-ZOEKN,-24.763,30.975,,
X3MOTI-DIEPD,-24.9897,31.04873,,
X3MOTI-KLEIN,-24.9855,31.02444,,
X3MOTI-ROODE,-24.9555,30.95192,,
X3MOTL-HEBRO,-24.66031,30.94953,,
X3MUTL-NEWFO,-24.756,31.132,,
X3MUTL-THULA,-24.73361,31.2325,,
X3MUTL-VIOLE,-24.758,31.015,,
X3NGWA-ROODE,-24.91208,30.89255,,
X3NGWA-VADER,-24.89919,30.96319,,
X3NSAN-HAZYV,-25.03792,31.15453,,
X3NWAR-DORIN,-24.897,31.007,,
X3NWAR-GODSW,-24.912,30.853,,
X3NWAR-VERSA,-24.902,30.95,,
X3PHAS-WILGE,-24.937,30.941,,
X3POOL-GEELH,-25.01011,30.82516,,
X3SABI-AANDE,-25.031,31.049,,
X3SABI-AMILL,-25.10722,30.74475,,
X3SABI-ANTHO,-24.96347,31.74279,,
X3SABI-BERGV,-25.08078,30.82935,,
X3SABI-BORDE,-25.185,32.031,,
X3SABI-BRAND,-25.03,31.027,,
X3SABI-CAL01,-25.018,31.244,,
X3SABI-CAL03,-25.019,31.205,,
X3SABI-CASTL,-25.093,30.768,,
X3SABI-FRANK,-25.06,30.888,,
X3SABI-GROUB,-25.15205,30.6385,,
X3SABI-HAZYV,-25.024,31.145,,
X3SABI-HOXAN,-25.019,31.218,,
X3SABI-HSFALL,-25.13637,30.68373,,
X3SABI-HSHOE,-25.13196,30.69108,,
X3SABI-IFR05,-25.057,31.819,,
X3SABI-LTPAS,-25.147,30.668,,
X3SABI-LUBYE,-25.099,31.886,,
X3SABI-LUNSK,-25.0485,30.93097,,
X3SABI-MEETW,-24.968,31.517,,
X3SABI-NWATI,-24.971,31.4,,
X3SABI-OLIFA,-25.121,30.717,,
X3SABI-ONSPL,-25.033,31.099,,
X3SABI-PERRY,-25.03,31.127,,
X3SABI-REDRI,-25.0248,31.1441,,
X3SABI-RIETF,-25.073,30.851,,
X3SABI-RIOOL,-25.089,30.8,,
X3SABI-SANBO,-25.023,31.169,,
X3SABI-SAWMI,-25.102,30.751,,
X3SABI-SEKUR,-24.98889,31.2894,,
X3SABI-SHOEK,-25.10944,30.73417,,
X3SABI-SKEUR,-25.021,31.176,,
X3SABI-SKUKU,-24.985,31.587,,
X3SABI-SNOOK,-25.07938,30.82638,,
X3SABI-SPOOR,-25.16,32,,
X3SABI-TEVRE,-25.034,30.996,,
X3SABI-ZEEDE,-25.04043,30.97095,,
X3SAND-ALLAN,-24.73167,31.26583,,
X3SAND-CHAMP,-24.68278,31.09861,,
X3SAND-DINGL,-24.679,31.147,,
X3SAND-FLOCK,-24.841,31.553,,
X3SAND-HEBRO,-24.71148,30.93017,,
X3SAND-KIRKM,-24.92819,31.5781,,
X3SAND-LONDO,-24.791,31.523,,
X3SAND-OTHAW,-24.767,31.406,,
X3SAND-ROLLE,-24.721,31.236,,
X3SAND-SKUKU,-24.967,31.627,,
X3SAND-STRIB,-24.72502,30.93418,,
X3SAND-THULA,-24.715,31.205,,
X3SAND-WELGE,-24.71194,30.93861,,
X3SAWM-MILLS,-25.12802,30.80933,,
X3SAWM-SPITS,-25.13578,30.81015,,
X3SEKG-FORES,-24.6936,30.92942,,
X3SPIT-RIET2,-25.11461,30.81488,,
X3SPIT-RIET3,-25.11305,30.81069,,
X3SPIT-RIETF,-25.09638,30.80538,,
X3SPIT-SPITS,-25.14705,30.83011,,
X3STRI-LONGT,-25.13258,30.66647,,
X3SUNL-GEELH,-24.97433,30.83969,,
X3SUNL-VENUS,-25.004,30.92494,,
X3TSWA-ONVER,-24.78622,30.95947,,
X3UNSP-RIET2,-25.09311,30.81391,,
X3UNSP-RIETF,-25.11283,30.81,,
X3VERT-SHEBA,-25.14644,30.77966,,
X3WATE-WATER,-24.948,30.888,,
X3WHIT-DAGAM,-25.14055,31.02295,,
X3WITW-BERGV,-25.13041,30.92469,,
X3WITW-HEBRO,-25.13708,30.91177,,
X3WITW-WITWA,-25.1595,30.99993,,