eventID,occurrenceID,institutionCode,collectionCode,catalogNumber,fieldNumber,previousIdentifications,higherClassification,identificationQualifier,basisOfRecord,sex,lifeStage,recordedBy,higherGeography,continent,country,stateProvince,locality,locationID,waterBody,islandGroup,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,geodeticDatum,georeferenceSources,year,month,day,associatedMedia,occurrenceRemarks,organismQuantity,identifiedBy,accessRights,modified,occurrenceStatus,samplingProtocol,individualCount,associatedReferences,datasetName,taxonID,scientificName,vernacularName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,dynamicProperties,taxonRank
OdonataMAP-34,URN:catalog:adu.org.za:odonata:34,ADU-UCT,OdonataMAP-VM,1285171155,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K54 6723; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:120,,,61,65,0,0,-28.622111,32.201611,0,WGS84,GPS,2009,12,18,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668670,"Trithemis arteriosa","Red-veined Dropwing",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Trithemis,arteriosa,,"(Burmeister, 1839)",LC,species
OdonataMAP-35,URN:catalog:adu.org.za:odonata:35,ADU-UCT,OdonataMAP-VM,1285171155,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K54 6723; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:120,,,61,65,0,0,-28.622111,32.201611,0,WGS84,GPS,2009,12,20,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667770,"Orthetrum sp.",,Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,,,"Newman, 1833",,genus
OdonataMAP-36,URN:catalog:adu.org.za:odonata:36,ADU-UCT,OdonataMAP-VM,1285171155,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K54 6723; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:120,,,61,65,0,0,-28.622111,32.201611,0,WGS84,GPS,2009,12,18,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667180,"Diplacodes sp.",,Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Diplacodes,,,"Kirby, 1889",,genus
OdonataMAP-37,URN:catalog:adu.org.za:odonata:37,ADU-UCT,OdonataMAP-VM,1285171155,,,Animalia|Arthopoda|Insecta|Odonata|Corduliidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K54 6723; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:120,,,61,65,0,0,-28.622111,32.201611,0,WGS84,GPS,2009,12,17,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,666720,"Hemicordulia africana","African Emerald",Animalia,Arthopoda,Insecta,Odonata,Corduliidae,Hemicordulia,africana,,"Dijkstra, 2007","LC (Global); NT (RSA)",species
OdonataMAP-38,URN:catalog:adu.org.za:odonata:38,ADU-UCT,OdonataMAP-VM,1285172014,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K54 6723; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:121,,,49,53,0,0,-28.627222,32.214722,0,WGS84,GPS,2009,12,18,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667380,"Hemistigma albipunctum","African Piedspot",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Hemistigma,albipunctum,,"(Rambur, 1842)",LC,species
OdonataMAP-39,URN:catalog:adu.org.za:odonata:39,ADU-UCT,OdonataMAP-VM,1285172014,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K54 6723; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:121,,,49,53,0,0,-28.627222,32.214722,0,WGS84,GPS,2009,12,18,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667950,"Orthetrum julia","Julia Skimmer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,julia,,"Kirby, 1900",LC,species
OdonataMAP-40,URN:catalog:adu.org.za:odonata:40,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Aeshnidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,664070,"Anaciaeschna triangulifera","Evening Hawker",Animalia,Arthopoda,Insecta,Odonata,Aeshnidae,Anaciaeschna,triangulifera,,"McLachlan, 1896",LC,species
OdonataMAP-41,URN:catalog:adu.org.za:odonata:41,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667210,"Diplacodes luminans","Barbet Percher",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Diplacodes,luminans,,"(Karsch, 1893)",LC,species
OdonataMAP-42,URN:catalog:adu.org.za:odonata:42,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Gomphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,664830,"Ictinogomphus ferox","Common Tigertail",Animalia,Arthopoda,Insecta,Odonata,Gomphidae,Ictinogomphus,ferox,,"(Rambur, 1842)",LC,species
OdonataMAP-43,URN:catalog:adu.org.za:odonata:43,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667690,"Nesciothemis farinosa","Eastern Blacktail",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Nesciothemis,farinosa,,"(Förster, 1898)",LC,species
OdonataMAP-44,URN:catalog:adu.org.za:odonata:44,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667950,"Orthetrum julia","Julia Skimmer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,julia,,"Kirby, 1900",LC,species
OdonataMAP-45,URN:catalog:adu.org.za:odonata:45,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668200,"Palpopleura lucia","Lucia Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,lucia,,"(Drury, 1773)",LC,species
OdonataMAP-46,URN:catalog:adu.org.za:odonata:46,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668620,"Tramea basilaris","Keyhole Glider",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Tramea,basilaris,,"(Palisot de Beauvois, 1817)",LC,species
OdonataMAP-47,URN:catalog:adu.org.za:odonata:47,ADU-UCT,OdonataMAP-VM,1285173312,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:122,,,49,54,0,0,-28.590556,32.215000,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668670,"Trithemis arteriosa","Red-veined Dropwing",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Trithemis,arteriosa,,"(Burmeister, 1839)",LC,species
OdonataMAP-48,URN:catalog:adu.org.za:odonata:48,ADU-UCT,OdonataMAP-VM,1285175541,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:123,,,36,40,0,0,-28.591111,32.221667,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667130,"Crocothemis erythraea","Broad Scarlet",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,,"(Brullé, 1832)",LC,species
OdonataMAP-49,URN:catalog:adu.org.za:odonata:49,ADU-UCT,OdonataMAP-VM,1285175541,,,Animalia|Arthopoda|Insecta|Odonata|Gomphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:123,,,36,40,0,0,-28.591111,32.221667,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,664830,"Ictinogomphus ferox","Common Tigertail",Animalia,Arthopoda,Insecta,Odonata,Gomphidae,Ictinogomphus,ferox,,"(Rambur, 1842)",LC,species
OdonataMAP-50,URN:catalog:adu.org.za:odonata:50,ADU-UCT,OdonataMAP-VM,1285175541,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:123,,,36,40,0,0,-28.591111,32.221667,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667950,"Orthetrum julia","Julia Skimmer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,julia,,"Kirby, 1900",LC,species
OdonataMAP-51,URN:catalog:adu.org.za:odonata:51,ADU-UCT,OdonataMAP-VM,1285175541,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:123,,,36,40,0,0,-28.591111,32.221667,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667930,"Orthetrum hintzi","Dark-shouldered Skimmer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,hintzi,,"Schmidt, 1951",LC,species
OdonataMAP-52,URN:catalog:adu.org.za:odonata:52,ADU-UCT,OdonataMAP-VM,1285175541,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:123,,,36,40,0,0,-28.591111,32.221667,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668210,"Palpopleura portia","Portia Widow",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Palpopleura,portia,,"(Drury, 1773)",LC,species
OdonataMAP-53,URN:catalog:adu.org.za:odonata:53,ADU-UCT,OdonataMAP-VM,1285175541,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K56 6725; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:123,,,36,40,0,0,-28.591111,32.221667,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668370,"Rhyothemis semihyalina","Phantom Flutterer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Rhyothemis,semihyalina,,"(Desjardins, 1832)",LC,species
OdonataMAP-54,URN:catalog:adu.org.za:odonata:54,ADU-UCT,OdonataMAP-VM,1285176781,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K55 6724; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:125,,,24,26,0,0,-28.599083,32.232139,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,666920,"Aethriamanta rezia","Pygmy Basker",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Aethriamanta,rezia,,"Kirby, 1889",LC,species
OdonataMAP-55,URN:catalog:adu.org.za:odonata:55,ADU-UCT,OdonataMAP-VM,1285176781,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K55 6724; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:125,,,24,26,0,0,-28.599083,32.232139,0,WGS84,GPS,2009,12,17,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,662630,"Azuragrion nigridorsum","Sailing Bluet",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Azuragrion,nigridorsum,,"(Selys, 1876)",LC,species
OdonataMAP-56,URN:catalog:adu.org.za:odonata:56,ADU-UCT,OdonataMAP-VM,1285176781,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K55 6724; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:125,,,24,26,0,0,-28.599083,32.232139,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,667380,"Hemistigma albipunctum","African Piedspot",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Hemistigma,albipunctum,,"(Rambur, 1842)",LC,species
OdonataMAP-57,URN:catalog:adu.org.za:odonata:57,ADU-UCT,OdonataMAP-VM,1285176781,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K55 6724; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:125,,,24,26,0,0,-28.599083,32.232139,0,WGS84,GPS,2009,12,17,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,669080,"Trithemis stictica","Jaunty Dropwing",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Trithemis,stictica,,"(Burmeister, 1839)",LC,species
OdonataMAP-58,URN:catalog:adu.org.za:odonata:58,ADU-UCT,OdonataMAP-VM,1285176781,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|KwaZulu-Natal",,"South Africa",KwaZulu-Natal,"farm Lot K55 6724; SiyaQhubeka's Kwambonambi commercial tree plantation",VM-Gazetteer-ID:125,,,24,26,0,0,-28.599083,32.232139,0,WGS84,GPS,2009,12,16,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,669190,"Urothemis edwardsii","Blue Basker",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Urothemis,edwardsii,,"(Selys, 1849)",LC,species
OdonataMAP-59,URN:catalog:adu.org.za:odonata:59,ADU-UCT,OdonataMAP-VM,1285216009,,,Animalia|Arthopoda|Insecta|Odonata|Synlestidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"farm Lisbon 12; 31.4 km E of Makhado; KLF Entabeni commercial tree plantation; Latonyanda River ",VM-Gazetteer-ID:126,,,1140,1160,0,0,-23.010750,30.223389,0,WGS84,GPS,2010,3,17,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,660120,"Chlorolestes fasciatus","Mountain Malachite",Animalia,Arthopoda,Insecta,Odonata,Synlestidae,Chlorolestes,fasciatus,,"(Burmeister, 1839)",LC,species
OdonataMAP-60,URN:catalog:adu.org.za:odonata:60,ADU-UCT,OdonataMAP-VM,1285216634,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"13.9 km NW of Thohoyandou; Tshirovha River; KLF Entabeni (Tate Vondo)",VM-Gazetteer-ID:127,,,1060,1080,0,0,-22.905250,30.348083,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663100,"Ischnura senegalensis","Tropical Bluetail",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Ischnura,senegalensis,,"(Rambur, 1842)",LC,species
OdonataMAP-61,URN:catalog:adu.org.za:odonata:61,ADU-UCT,OdonataMAP-VM,1285216634,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"13.9 km NW of Thohoyandou; Tshirovha River; KLF Entabeni (Tate Vondo)",VM-Gazetteer-ID:127,,,1060,1080,0,0,-22.905250,30.348083,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668120,"Orthetrum trinacria","Long Skimmer",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Orthetrum,trinacria,,"(Selys, 1841)",LC,species
OdonataMAP-62,URN:catalog:adu.org.za:odonata:62,ADU-UCT,OdonataMAP-VM,1285216634,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"13.9 km NW of Thohoyandou; Tshirovha River; KLF Entabeni (Tate Vondo)",VM-Gazetteer-ID:127,,,1060,1080,0,0,-22.905250,30.348083,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663410,"Pseudagrion hageni","Painted Sprite",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,hageni,,"Karsch, 1893",LC,species
OdonataMAP-63,URN:catalog:adu.org.za:odonata:63,ADU-UCT,OdonataMAP-VM,1285216634,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"13.9 km NW of Thohoyandou; Tshirovha River; KLF Entabeni (Tate Vondo)",VM-Gazetteer-ID:127,,,1060,1080,0,0,-22.905250,30.348083,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663820,"Pseudagrion massaicum","Masai Sprite",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,massaicum,,"Sjöstedt, 1909",LC,species
OdonataMAP-64,URN:catalog:adu.org.za:odonata:64,ADU-UCT,OdonataMAP-VM,1285216634,,,Animalia|Arthopoda|Insecta|Odonata|Libellulidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"13.9 km NW of Thohoyandou; Tshirovha River; KLF Entabeni (Tate Vondo)",VM-Gazetteer-ID:127,,,1060,1080,0,0,-22.905250,30.348083,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,668670,"Trithemis arteriosa","Red-veined Dropwing",Animalia,Arthopoda,Insecta,Odonata,Libellulidae,Trithemis,arteriosa,,"(Burmeister, 1839)",LC,species
OdonataMAP-65,URN:catalog:adu.org.za:odonata:65,ADU-UCT,OdonataMAP-VM,1285217336,,,Animalia|Arthopoda|Insecta|Odonata|Gomphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"14.3 km NW of Thohoyandou; farm Entabeni 251; Mutshindudi River; Komatiland Forests' Entabeni comercial tree plantationPlantation",VM-Gazetteer-ID:128,,,1140,1160,0,0,-22.966917,30.271194,0,WGS84,GPS,2010,3,26,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,665480,"Notogomphus praetorius","Yellowjack Longleg",Animalia,Arthopoda,Insecta,Odonata,Gomphidae,Notogomphus,praetorius,,"(Selys, 1878)",LC,species
OdonataMAP-66,URN:catalog:adu.org.za:odonata:66,ADU-UCT,OdonataMAP-VM,1285217336,,,Animalia|Arthopoda|Insecta|Odonata|Coenagrionidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"14.3 km NW of Thohoyandou; farm Entabeni 251; Mutshindudi River; Komatiland Forests' Entabeni comercial tree plantationPlantation",VM-Gazetteer-ID:128,,,1140,1160,0,0,-22.966917,30.271194,0,WGS84,GPS,2010,3,26,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,663610,"Pseudagrion spernatum","Upland Sprite",Animalia,Arthopoda,Insecta,Odonata,Coenagrionidae,Pseudagrion,spernatum,,"Selys, 1881",LC,species
OdonataMAP-67,URN:catalog:adu.org.za:odonata:67,ADU-UCT,OdonataMAP-VM,1285217753,,,Animalia|Arthopoda|Insecta|Odonata|Gomphidae,,PhotographicRecord,,,"Diedericks G","|South Africa|Limpopo",,"South Africa",Limpopo,"14.1 km NW of Thohoyandou; Nzhelele River; farm Mondale 197; Komatiland Forests' Entabeni (Tate Vondo) commercial tree plantation",VM-Gazetteer-ID:129,,,980,1000,0,0,-22.910194,30.314694,0,WGS84,GPS,2010,3,27,,,,"VM ID-panel",0,"2020-03-31 18:21:52",,,,,OdonataMAP,665740,"Paragomphus cognatus","Rock Hooktail",Animalia,Arthopoda,Insecta,Odonata,Gomphidae,Paragomphus,cognatus,,"(Rambur, 1842)",LC,species
